work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2025,MI,FT,IT Project Manager,100215.47,EUR,107758.57,Germany,0,Germany,S
2025,EN,CT,Business Intelligence Analyst,100210.19,USD,100210.19,USA,0,USA,M
2025,SE,CT,Systems Administrator,7673336.88,INR,91896.25,India,0,India,M
2025,SE,FL,IT Project Manager,137587.63,CAD,101916.76,Canada,100,Canada,M
2025,EN,FL,Cybersecurity Analyst,155697.55,AUD,102432.6,Australia,0,Australia,L
2025,MI,PT,QA Engineer,79258.72,GBP,100327.49,UK,50,UK,M
2025,MI,FT,Backend Developer,133061.78,SGD,98564.28,Singapore,100,Singapore,XL
2025,SE,FT,Data Engineer,93540.93,EUR,100581.64,Germany,100,Germany,XL
2025,EN,FL,QA Engineer,122007.78,CAD,90376.13,Canada,50,Canada,L
2025,EN,CT,Product Manager,119970.2,EUR,129000.21,Germany,100,Germany,XL
2025,MI,CT,QA Engineer,15190181.01,JPY,96568.22,Japan,50,Japan,L
2025,SE,FL,DevOps Engineer,132471.26,SGD,98126.86,Singapore,100,Singapore,XL
2025,EX,PT,ML Engineer,19234466.25,JPY,122278.87,Japan,100,Japan,L
2025,MI,FL,Product Manager,18877757.04,JPY,120011.17,Japan,50,Japan,XL
2025,MI,FL,Product Manager,121033.5,EUR,130143.55,Germany,50,Germany,M
2025,MI,PT,Cloud Architect,12854346.54,INR,153944.27,India,100,India,L
2025,SE,FL,Backend Developer,147263.75,CAD,109084.26,Canada,0,Canada,M
2025,EX,CT,ML Engineer,2814083.1,ZAR,156337.95,South Africa,100,South Africa,XL
2025,SE,PT,Product Manager,153787.94,CAD,113916.99,Canada,50,Canada,XL
2025,EX,CT,Cloud Architect,118170.19,USD,118170.19,USA,50,USA,L
2025,EN,FL,Backend Developer,108409.61,EUR,116569.47,Germany,0,Germany,S
2025,MI,FT,Data Scientist,16697582.19,JPY,106151.19,Japan,100,Japan,L
2025,MI,PT,Data Engineer,110463.37,GBP,139827.05,UK,0,UK,M
2025,EN,FL,ML Engineer,209808.67,SGD,155413.83,Singapore,0,Singapore,XL
2025,MI,PT,Backend Developer,714927.05,BRL,131905.36,Brazil,100,Brazil,L
2025,EX,PT,Product Manager,24075100.05,JPY,153052.13,Japan,50,Japan,M
2025,MI,FL,Full Stack Developer,7823971.71,INR,93700.26,India,0,India,XL
2025,EX,FL,Cybersecurity Analyst,152273.8,SGD,112795.41,Singapore,100,Singapore,S
2025,MI,FL,Business Intelligence Analyst,179799.31,AUD,118289.02,Australia,0,Australia,M
2025,SE,FT,Business Intelligence Analyst,2062297.44,ZAR,114572.08,South Africa,100,South Africa,XL
2025,MI,FL,Frontend Developer,131860.31,CAD,97674.3,Canada,100,Canada,S
2025,EX,FL,Cloud Architect,21471871.56,JPY,136502.68,Japan,50,Japan,XL
2025,SE,FL,Product Manager,181330.68,SGD,134319.02,Singapore,100,Singapore,XL
2025,SE,FL,Full Stack Developer,120085.87,USD,120085.87,USA,100,USA,M
2025,EN,PT,ML Engineer,126633.01,USD,126633.01,USA,50,USA,M
2025,SE,FL,Backend Developer,8045960.63,INR,96358.81,India,50,India,XL
2025,EX,CT,Systems Administrator,140890.64,AUD,92691.21,Australia,50,Australia,L
2025,MI,CT,Full Stack Developer,20085998.79,JPY,127692.3,Japan,50,Japan,S
2025,EN,PT,IT Project Manager,10441399.45,INR,125046.7,India,100,India,L
2025,EX,FL,Data Scientist,170275.69,SGD,126130.14,Singapore,100,Singapore,M
2025,SE,CT,Software Engineer,104855.72,USD,104855.72,USA,100,USA,L
2025,EN,CT,Cybersecurity Analyst,7995169.25,INR,95750.53,India,0,India,S
2025,MI,FL,Business Intelligence Analyst,8286970.86,INR,99245.16,India,0,India,XL
2025,MI,FL,AI Researcher,126505.01,GBP,160132.93,UK,100,UK,XL
2025,MI,FT,Cybersecurity Analyst,129673.93,USD,129673.93,USA,100,USA,L
2025,SE,FL,Cybersecurity Analyst,542819.23,BRL,100151.15,Brazil,100,Brazil,M
2025,MI,FT,DevOps Engineer,103542.93,USD,103542.93,USA,50,USA,S
2025,SE,PT,AI Researcher,197540.68,SGD,146326.43,Singapore,100,Singapore,M
2025,MI,CT,IT Project Manager,22665369.58,JPY,144090.08,Japan,50,Japan,XL
2025,EN,PT,Data Scientist,146922.0,CAD,108831.11,Canada,0,Canada,S
2025,MI,PT,Business Intelligence Analyst,467507.14,BRL,86255.93,Brazil,50,Brazil,L
2025,EX,CT,Cybersecurity Analyst,2243559.96,ZAR,124642.22,South Africa,100,South Africa,S
2025,EN,PT,Data Engineer,100168.13,GBP,126795.1,UK,100,UK,L
2025,EN,CT,QA Engineer,81761.75,EUR,87915.86,Germany,100,Germany,M
2025,MI,FL,Product Manager,592553.32,BRL,109327.18,Brazil,50,Brazil,M
2025,SE,CT,AI Researcher,146670.38,USD,146670.38,USA,0,USA,XL
2025,SE,FT,QA Engineer,71678.67,EUR,77073.84,Germany,0,Germany,M
2025,MI,FT,Cloud Architect,2963889.18,ZAR,164660.51,South Africa,100,South Africa,XL
2025,EN,CT,DevOps Engineer,135358.4,CAD,100265.48,Canada,50,Canada,XL
2025,MI,PT,IT Project Manager,193327.83,AUD,127189.36,Australia,0,Australia,S
2025,SE,CT,Business Intelligence Analyst,125486.08,SGD,92952.65,Singapore,50,Singapore,XL
2025,EX,PT,IT Project Manager,10205939.47,INR,122226.82,India,0,India,XL
2025,EX,FL,Data Scientist,753481.14,BRL,139018.66,Brazil,50,Brazil,XL
2025,SE,PT,Full Stack Developer,2129987.88,ZAR,118332.66,South Africa,50,South Africa,S
2025,EN,FT,AI Researcher,661086.89,BRL,121971.75,Brazil,100,Brazil,M
2025,EX,FL,Data Scientist,197289.35,CAD,146140.26,Canada,100,Canada,XL
2025,SE,CT,Backend Developer,8966959.79,INR,107388.74,India,100,India,S
2025,MI,CT,Cloud Architect,164479.97,USD,164479.97,USA,50,USA,S
2025,MI,FT,ML Engineer,84522.65,GBP,106990.69,UK,100,UK,S
2025,EX,PT,Full Stack Developer,165671.35,AUD,108994.31,Australia,0,Australia,L
2025,EX,FT,Product Manager,180388.12,SGD,133620.83,Singapore,100,Singapore,M
2025,EN,PT,Cloud Architect,13974759.57,INR,167362.39,India,50,India,L
2025,EX,PT,Business Intelligence Analyst,1962630.72,ZAR,109035.04,South Africa,50,South Africa,XL
2025,EX,PT,AI Researcher,216501.27,SGD,160371.31,Singapore,100,Singapore,XL
2025,EX,CT,QA Engineer,88281.91,EUR,94926.78,Germany,100,Germany,M
2025,EN,FT,Software Engineer,70108.31,GBP,88744.7,UK,0,UK,M
2025,EN,FL,Systems Administrator,486774.43,BRL,89810.78,Brazil,50,Brazil,S
2025,EX,CT,IT Project Manager,92488.56,EUR,99450.06,Germany,0,Germany,L
2025,MI,FT,Data Engineer,169606.97,CAD,125634.79,Canada,0,Canada,XL
2025,MI,FT,AI Researcher,110739.13,GBP,140176.11,UK,100,UK,S
2025,EX,PT,DevOps Engineer,1890950.04,ZAR,105052.78,South Africa,50,South Africa,M
2025,SE,PT,Product Manager,594257.04,BRL,109641.52,Brazil,0,Brazil,XL
2025,SE,FL,Backend Developer,9747320.73,INR,116734.38,India,50,India,XL
2025,EN,FT,Backend Developer,159411.77,CAD,118082.79,Canada,50,Canada,XL
2025,EN,CT,Frontend Developer,159018.19,CAD,117791.25,Canada,100,Canada,S
2025,EX,PT,Backend Developer,640679.28,BRL,118206.51,Brazil,100,Brazil,S
2025,MI,CT,Business Intelligence Analyst,581716.84,BRL,107327.83,Brazil,50,Brazil,M
2025,SE,CT,Systems Administrator,7588758.05,INR,90883.33,India,0,India,S
2025,EN,FL,QA Engineer,145630.94,AUD,95809.83,Australia,0,Australia,S
2025,MI,PT,ML Engineer,617660.6,BRL,113959.52,Brazil,50,Brazil,M
2025,SE,PT,AI Researcher,219407.18,CAD,162523.84,Canada,100,Canada,L
2025,SE,FL,IT Project Manager,138106.57,SGD,102301.16,Singapore,0,Singapore,S
2025,SE,CT,Software Engineer,124712.37,USD,124712.37,USA,0,USA,M
2025,EN,CT,Backend Developer,133274.06,USD,133274.06,USA,100,USA,S
2025,MI,FL,DevOps Engineer,149673.37,CAD,110869.16,Canada,50,Canada,M
2025,EN,FT,Data Engineer,8877148.03,INR,106313.15,India,0,India,M
2025,EX,CT,Data Scientist,99549.1,EUR,107042.04,Germany,0,Germany,XL
2025,SE,CT,IT Project Manager,15616413.67,JPY,99277.9,Japan,100,Japan,M
2025,EX,FT,Systems Administrator,7274071.61,INR,87114.63,India,0,India,M
2025,MI,FL,QA Engineer,83665.14,GBP,105905.24,UK,50,UK,XL
2025,SE,FL,Systems Administrator,12012341.91,JPY,76365.81,Japan,50,Japan,S
2025,MI,PT,Frontend Developer,1992221.1,ZAR,110678.95,South Africa,0,South Africa,M
2025,SE,PT,Cybersecurity Analyst,15570626.79,JPY,98986.82,Japan,50,Japan,L
2025,SE,FL,Data Scientist,7891522.38,INR,94509.25,India,0,India,XL
2025,MI,FL,ML Engineer,82291.57,GBP,104166.55,UK,0,UK,XL
2025,EX,PT,Systems Administrator,138137.51,AUD,90879.94,Australia,50,Australia,M
2025,EX,FT,Software Engineer,2061623.7,ZAR,114534.65,South Africa,50,South Africa,XL
2025,MI,PT,Backend Developer,648886.46,BRL,119720.75,Brazil,50,Brazil,M
2025,SE,PT,Software Engineer,2251467.18,ZAR,125081.51,South Africa,50,South Africa,XL
2025,SE,PT,Full Stack Developer,15018168.74,JPY,95474.69,Japan,100,Japan,L
2025,MI,CT,Backend Developer,11244165.11,INR,134660.66,India,0,India,S
2025,MI,PT,ML Engineer,2476201.14,ZAR,137566.73,South Africa,50,South Africa,S
2025,EX,FL,DevOps Engineer,117022.3,USD,117022.3,USA,100,USA,S
2025,EX,PT,Backend Developer,73868.63,GBP,93504.6,UK,50,UK,M
2025,EN,PT,Frontend Developer,92263.19,GBP,116788.85,UK,100,UK,M
2025,MI,CT,ML Engineer,2276441.46,ZAR,126468.97,South Africa,100,South Africa,S
2025,EX,FT,Backend Developer,196559.77,AUD,129315.64,Australia,100,Australia,S
2025,EN,FT,Backend Developer,14832329.8,JPY,94293.26,Japan,50,Japan,L
2025,EX,FT,Frontend Developer,76533.52,EUR,82294.11,Germany,50,Germany,M
2025,SE,PT,Backend Developer,15787910.0,JPY,100368.15,Japan,0,Japan,S
2025,EX,CT,Frontend Developer,126060.45,CAD,93378.11,Canada,0,Canada,XL
2025,SE,FT,Full Stack Developer,81876.66,EUR,88039.42,Germany,100,Germany,L
2025,SE,CT,Cybersecurity Analyst,8972427.37,INR,107454.22,India,0,India,S
2025,SE,FL,Frontend Developer,80428.56,GBP,101808.3,UK,50,UK,XL
2025,SE,FT,Data Engineer,8386263.21,INR,100434.29,India,100,India,L
2025,EX,FT,Frontend Developer,7958013.42,INR,95305.55,India,0,India,XL
2025,EN,FT,AI Researcher,2225951.82,ZAR,123663.99,South Africa,50,South Africa,L
2025,EN,PT,Data Scientist,1794015.72,ZAR,99667.54,South Africa,50,South Africa,M
2025,EN,FL,DevOps Engineer,105419.85,EUR,113354.68,Germany,50,Germany,L
2025,EN,FL,AI Researcher,126124.15,GBP,159650.82,UK,100,UK,S
2025,EX,PT,Full Stack Developer,145593.08,AUD,95784.92,Australia,50,Australia,L
2025,EN,FL,Data Scientist,155619.01,CAD,115273.34,Canada,0,Canada,L
2025,EN,FL,DevOps Engineer,1753526.7,ZAR,97418.15,South Africa,100,South Africa,L
2025,MI,FT,Cybersecurity Analyst,19178528.8,JPY,121923.26,Japan,100,Japan,L
2025,EN,PT,AI Researcher,17754613.02,JPY,112871.03,Japan,100,Japan,XL
2025,EN,PT,Product Manager,12025328.48,INR,144015.91,India,100,India,L
2025,MI,FT,QA Engineer,471318.59,BRL,86959.15,Brazil,0,Brazil,XL
2025,EN,FT,IT Project Manager,20669610.1,JPY,131402.48,Japan,100,Japan,XL
2025,EN,FL,Cloud Architect,140788.39,USD,140788.39,USA,50,USA,S
2025,SE,FL,Backend Developer,171916.91,AUD,113103.23,Australia,100,Australia,L
2025,EX,PT,Software Engineer,13861393.98,JPY,88120.75,Japan,0,Japan,S
2025,EN,CT,QA Engineer,8661191.14,INR,103726.84,India,0,India,S
2025,MI,CT,DevOps Engineer,84840.45,GBP,107392.97,UK,100,UK,XL
2025,MI,PT,Product Manager,205553.21,SGD,152261.64,Singapore,50,Singapore,XL
2025,EN,PT,Systems Administrator,91868.58,EUR,98783.42,Germany,100,Germany,XL
2025,EX,FT,Data Scientist,8386418.52,INR,100436.15,India,0,India,L
2025,SE,FL,Frontend Developer,125095.85,AUD,82299.9,Australia,0,Australia,L
2025,MI,FT,AI Researcher,149253.02,CAD,110557.79,Canada,0,Canada,M
2025,SE,FL,ML Engineer,184679.85,CAD,136799.89,Canada,0,Canada,S
2025,SE,CT,Cloud Architect,716369.31,BRL,132171.46,Brazil,50,Brazil,L
2025,EX,FT,ML Engineer,647706.75,BRL,119503.09,Brazil,100,Brazil,M
2025,EX,FL,AI Researcher,219790.68,SGD,162807.91,Singapore,0,Singapore,S
2025,EX,CT,AI Researcher,127884.16,EUR,137509.85,Germany,0,Germany,M
2025,EX,FT,AI Researcher,599702.13,BRL,110646.15,Brazil,100,Brazil,M
2025,EN,CT,Full Stack Developer,17270671.7,JPY,109794.48,Japan,50,Japan,M
2025,EX,FT,Product Manager,22472025.86,JPY,142860.94,Japan,0,Japan,S
2025,EN,PT,IT Project Manager,162091.5,CAD,120067.78,Canada,50,Canada,M
2025,MI,FL,Business Intelligence Analyst,144570.62,CAD,107089.35,Canada,100,Canada,S
2025,EX,CT,Business Intelligence Analyst,160920.78,SGD,119200.58,Singapore,100,Singapore,M
2025,EX,CT,Product Manager,12282740.62,INR,147098.69,India,0,India,L
2025,SE,FL,Backend Developer,119047.34,EUR,128007.89,Germany,0,Germany,M
2025,MI,FL,Software Engineer,76268.28,GBP,96542.13,UK,0,UK,S
2025,SE,FL,Cloud Architect,191420.08,SGD,141792.65,Singapore,0,Singapore,M
2025,MI,FL,IT Project Manager,210069.68,AUD,138203.74,Australia,50,Australia,S
2025,MI,PT,ML Engineer,153862.63,CAD,113972.32,Canada,100,Canada,S
2025,EX,FT,IT Project Manager,146902.16,AUD,96646.16,Australia,100,Australia,M
2025,EX,CT,Full Stack Developer,137381.81,CAD,101764.3,Canada,0,Canada,S
2025,EN,FT,Systems Administrator,72491.22,GBP,91761.04,UK,50,UK,L
2025,EX,PT,Full Stack Developer,1586460.78,ZAR,88136.71,South Africa,0,South Africa,M
2025,EN,FT,Data Scientist,92550.11,USD,92550.11,USA,0,USA,M
2025,EX,PT,QA Engineer,87971.42,EUR,94592.92,Germany,0,Germany,S
2025,SE,FT,Full Stack Developer,163523.88,AUD,107581.5,Australia,50,Australia,S
2025,EN,FT,Cloud Architect,109102.82,EUR,117314.86,Germany,0,Germany,XL
2025,SE,CT,Cybersecurity Analyst,127758.26,EUR,137374.47,Germany,100,Germany,S
2025,SE,FL,Full Stack Developer,8907886.88,INR,106681.28,India,50,India,M
2025,MI,PT,Product Manager,167562.61,CAD,124120.45,Canada,100,Canada,M
2025,EX,PT,Full Stack Developer,1707324.48,ZAR,94851.36,South Africa,100,South Africa,S
2025,EX,FL,Systems Administrator,120955.67,SGD,89596.79,Singapore,50,Singapore,M
2025,EX,PT,Data Scientist,8927844.21,INR,106920.29,India,0,India,M
2025,MI,FL,AI Researcher,159788.0,CAD,118361.48,Canada,0,Canada,M
2025,EN,FL,ML Engineer,80147.41,GBP,101452.42,UK,100,UK,L
2025,MI,CT,AI Researcher,110832.78,GBP,140294.66,UK,0,UK,M
2025,EN,CT,Cloud Architect,661073.61,BRL,121969.3,Brazil,50,Brazil,S
2025,MI,FL,Data Scientist,72238.05,GBP,91440.57,UK,100,UK,L
2025,EN,PT,Cloud Architect,128341.41,GBP,162457.48,UK,100,UK,L
2025,SE,PT,IT Project Manager,2525357.88,ZAR,140297.66,South Africa,100,South Africa,M
2025,EX,FT,Full Stack Developer,146308.19,SGD,108376.44,Singapore,100,Singapore,L
2025,MI,FT,AI Researcher,213038.92,CAD,157806.61,Canada,50,Canada,L
2025,EN,CT,Data Scientist,89687.23,GBP,113528.14,UK,50,UK,XL
2025,EN,PT,Cybersecurity Analyst,2200900.14,ZAR,122272.23,South Africa,0,South Africa,L
2025,MI,CT,Cybersecurity Analyst,2173528.08,ZAR,120751.56,South Africa,50,South Africa,M
2025,EX,PT,Data Scientist,114331.07,GBP,144722.87,UK,50,UK,M
2025,EN,PT,IT Project Manager,154823.22,CAD,114683.87,Canada,0,Canada,XL
2025,EN,CT,Software Engineer,87537.99,GBP,110807.58,UK,0,UK,S
2025,EX,FT,IT Project Manager,150744.63,AUD,99174.1,Australia,100,Australia,M
2025,MI,FT,Data Scientist,101381.36,EUR,109012.21,Germany,100,Germany,S
2025,MI,PT,Cybersecurity Analyst,129711.32,CAD,96082.46,Canada,50,Canada,L
2025,EX,FT,IT Project Manager,2517966.9,ZAR,139887.05,South Africa,0,South Africa,L
2025,MI,FT,Cybersecurity Analyst,144239.37,SGD,106843.98,Singapore,100,Singapore,L
2025,MI,CT,Software Engineer,101001.64,EUR,108603.91,Germany,0,Germany,S
2025,SE,PT,Data Engineer,22499910.43,JPY,143038.21,Japan,0,Japan,M
2025,MI,PT,Software Engineer,141612.82,AUD,93166.33,Australia,50,Australia,XL
2025,SE,PT,ML Engineer,18264456.93,JPY,116112.25,Japan,0,Japan,S
2025,MI,CT,ML Engineer,190046.25,SGD,140775.0,Singapore,100,Singapore,S
2025,EN,PT,Backend Developer,9451362.49,INR,113189.97,India,50,India,XL
2025,MI,FL,DevOps Engineer,125650.98,EUR,135108.58,Germany,100,Germany,S
2025,EX,PT,Software Engineer,102596.5,USD,102596.5,USA,50,USA,XL
2025,EX,PT,Data Engineer,125967.25,USD,125967.25,USA,100,USA,L
2025,SE,PT,Frontend Developer,112962.14,EUR,121464.67,Germany,100,Germany,XL
2025,EN,CT,Cloud Architect,136926.24,GBP,173324.36,UK,100,UK,S
2025,EX,FL,Frontend Developer,67908.87,GBP,85960.59,UK,100,UK,M
2025,EN,CT,DevOps Engineer,1788964.38,ZAR,99386.91,South Africa,0,South Africa,XL
2025,SE,PT,DevOps Engineer,674424.1,BRL,124432.49,Brazil,0,Brazil,L
2025,EX,PT,Cybersecurity Analyst,687046.41,BRL,126761.33,Brazil,50,Brazil,M
2025,MI,FL,IT Project Manager,94680.03,GBP,119848.14,UK,50,UK,L
2025,EX,FT,Cloud Architect,131240.52,GBP,166127.24,UK,0,UK,M
2025,SE,FL,Software Engineer,143468.81,CAD,106273.19,Canada,50,Canada,XL
2025,MI,FT,QA Engineer,9068536.71,INR,108605.23,India,50,India,M
2025,MI,PT,Cybersecurity Analyst,123318.23,SGD,91346.84,Singapore,0,Singapore,XL
2025,EX,PT,IT Project Manager,153992.51,AUD,101310.86,Australia,50,Australia,XL
2025,SE,PT,ML Engineer,109301.57,EUR,117528.57,Germany,50,Germany,S
2025,EX,CT,Software Engineer,81543.04,EUR,87680.69,Germany,100,Germany,L
2025,EN,CT,Business Intelligence Analyst,138362.79,AUD,91028.15,Australia,100,Australia,XL
2025,SE,CT,Cloud Architect,147744.12,USD,147744.12,USA,50,USA,L
2025,EN,FT,Data Engineer,184155.16,CAD,136411.23,Canada,50,Canada,L
2025,MI,FT,Software Engineer,15425775.51,JPY,98065.96,Japan,50,Japan,S
2025,EX,CT,QA Engineer,118003.31,CAD,87409.86,Canada,0,Canada,S
2025,SE,PT,Data Engineer,116222.92,USD,116222.92,USA,100,USA,XL
2025,MI,CT,Backend Developer,141515.1,CAD,104826.0,Canada,50,Canada,S
2025,EX,FT,QA Engineer,63767.13,GBP,80717.89,UK,50,UK,XL
2025,MI,FT,Business Intelligence Analyst,491685.11,BRL,90716.81,Brazil,100,Brazil,L
2025,EN,CT,Business Intelligence Analyst,161638.74,CAD,119732.4,Canada,100,Canada,S
2025,EN,FL,Frontend Developer,82080.99,EUR,88259.13,Germany,100,Germany,M
2025,EN,FL,Business Intelligence Analyst,157602.92,CAD,116742.9,Canada,0,Canada,S
2025,EN,FL,ML Engineer,102483.6,USD,102483.6,USA,100,USA,S
2025,EX,FL,Product Manager,156420.26,SGD,115866.86,Singapore,0,Singapore,M
2025,MI,CT,AI Researcher,24503888.84,JPY,155778.06,Japan,50,Japan,S
2025,EX,FT,Data Engineer,109421.56,EUR,117657.59,Germany,0,Germany,M
2025,MI,FT,Systems Administrator,532441.83,BRL,98236.5,Brazil,100,Brazil,S
2025,EN,PT,Product Manager,206168.02,CAD,152717.05,Canada,100,Canada,S
2025,EX,FT,Data Engineer,11525474.94,INR,138029.64,India,50,India,L
2025,MI,CT,Product Manager,129181.65,EUR,138905.0,Germany,0,Germany,S
2025,SE,CT,Software Engineer,153772.98,SGD,113905.91,Singapore,0,Singapore,M
2025,MI,FT,Software Engineer,127754.4,SGD,94632.89,Singapore,50,Singapore,L
2025,SE,CT,Systems Administrator,75754.66,GBP,95891.98,UK,50,UK,S
2025,EN,FL,QA Engineer,113625.68,AUD,74753.74,Australia,100,Australia,XL
2025,SE,CT,Business Intelligence Analyst,163425.21,SGD,121055.71,Singapore,100,Singapore,L
2025,EX,FT,Product Manager,224240.99,AUD,147526.97,Australia,50,Australia,M
2025,MI,FL,DevOps Engineer,2085245.46,ZAR,115846.97,South Africa,100,South Africa,L
2025,EX,FL,Software Engineer,134945.04,SGD,99959.29,Singapore,0,Singapore,S
2025,EN,CT,DevOps Engineer,89404.85,GBP,113170.7,UK,50,UK,S
2025,EN,FT,Cloud Architect,18596949.8,JPY,118226.0,Japan,100,Japan,S
2025,MI,FL,Cloud Architect,131620.06,USD,131620.06,USA,0,USA,M
2025,MI,CT,Cybersecurity Analyst,89336.68,GBP,113084.4,UK,100,UK,L
2025,MI,FL,AI Researcher,101859.71,GBP,128936.34,UK,0,UK,XL
2025,EX,FL,Cloud Architect,237315.78,CAD,175789.47,Canada,50,Canada,L
2025,MI,PT,Business Intelligence Analyst,71676.15,GBP,90729.31,UK,0,UK,M
2025,EN,FT,IT Project Manager,104795.95,GBP,132653.1,UK,100,UK,L
2025,MI,PT,AI Researcher,177823.2,CAD,131720.89,Canada,100,Canada,S
2025,EX,PT,QA Engineer,75530.68,EUR,81215.79,Germany,50,Germany,L
2025,SE,FT,Frontend Developer,161632.81,SGD,119728.01,Singapore,50,Singapore,XL
2025,MI,PT,Cloud Architect,258983.63,AUD,170383.97,Australia,0,Australia,L
2025,MI,CT,Product Manager,95010.22,GBP,120266.1,UK,0,UK,M
2025,MI,CT,Software Engineer,127295.4,CAD,94292.89,Canada,100,Canada,M
2025,EX,CT,Data Engineer,161257.58,CAD,119450.06,Canada,0,Canada,XL
2025,SE,FT,DevOps Engineer,172060.7,CAD,127452.37,Canada,50,Canada,S
2025,EX,CT,Cybersecurity Analyst,640562.97,BRL,118185.05,Brazil,0,Brazil,S
2025,MI,CT,Full Stack Developer,116323.68,SGD,86165.69,Singapore,50,Singapore,L
2025,MI,PT,Full Stack Developer,96626.64,GBP,122312.2,UK,0,UK,L
2025,MI,PT,Cloud Architect,156016.17,USD,156016.17,USA,50,USA,S
2025,SE,PT,QA Engineer,90248.96,USD,90248.96,USA,50,USA,L
2025,EX,FL,Data Scientist,110851.63,USD,110851.63,USA,100,USA,XL
2025,EN,FT,AI Researcher,21010015.17,JPY,133566.53,Japan,100,Japan,M
2025,EN,FL,Software Engineer,151722.3,SGD,112386.89,Singapore,100,Singapore,M
2025,EN,PT,Data Scientist,8869780.82,INR,106224.92,India,50,India,S
2025,EX,FT,ML Engineer,18403393.72,JPY,116995.51,Japan,0,Japan,L
2025,SE,PT,AI Researcher,152294.69,SGD,112810.88,Singapore,100,Singapore,S
2025,EX,FL,Full Stack Developer,1894835.16,ZAR,105268.62,South Africa,0,South Africa,XL
2025,MI,CT,Cybersecurity Analyst,589636.98,BRL,108789.11,Brazil,50,Brazil,XL
2025,SE,CT,DevOps Engineer,96289.57,EUR,103537.17,Germany,100,Germany,L
2025,MI,CT,Backend Developer,176887.04,SGD,131027.44,Singapore,50,Singapore,XL
2025,EN,FT,Data Engineer,97960.89,USD,97960.89,USA,100,USA,XL
2025,EX,PT,Data Engineer,99722.69,GBP,126231.25,UK,0,UK,S
2025,EN,FT,AI Researcher,22553817.14,JPY,143380.91,Japan,50,Japan,L
2025,EN,FT,Data Engineer,76067.14,GBP,96287.52,UK,0,UK,S
2025,EN,PT,IT Project Manager,76587.41,GBP,96946.09,UK,0,UK,S
2025,MI,FT,Cybersecurity Analyst,155107.62,AUD,102044.49,Australia,50,Australia,M
2025,EN,PT,IT Project Manager,176926.15,CAD,131056.41,Canada,50,Canada,S
2025,SE,FT,Data Scientist,11801854.93,INR,141339.58,India,0,India,S
2025,SE,FL,DevOps Engineer,20745173.88,JPY,131882.86,Japan,100,Japan,XL
2025,SE,FT,Data Engineer,11212179.6,INR,134277.6,India,100,India,L
2025,EX,FT,Full Stack Developer,550987.82,BRL,101658.27,Brazil,50,Brazil,S
2025,EN,FT,Systems Administrator,1425774.78,ZAR,79209.71,South Africa,0,South Africa,L
2025,MI,PT,Full Stack Developer,141983.61,AUD,93410.27,Australia,100,Australia,XL
2025,SE,CT,Cloud Architect,153663.04,USD,153663.04,USA,100,USA,M
2025,MI,FL,ML Engineer,20006650.38,JPY,127187.86,Japan,0,Japan,XL
2025,EN,FL,Frontend Developer,153891.17,CAD,113993.46,Canada,50,Canada,S
2025,MI,CT,AI Researcher,253154.72,AUD,166549.16,Australia,50,Australia,L
2025,EN,PT,Backend Developer,2172165.3,ZAR,120675.85,South Africa,0,South Africa,S
2025,EX,PT,Cloud Architect,138146.97,GBP,174869.58,UK,100,UK,S
2025,SE,PT,Cloud Architect,157984.3,USD,157984.3,USA,0,USA,M
2025,MI,PT,Cybersecurity Analyst,728033.1,BRL,134323.45,Brazil,50,Brazil,M
2025,SE,CT,DevOps Engineer,182263.35,SGD,135009.89,Singapore,50,Singapore,L
2025,EX,FL,Product Manager,23458317.31,JPY,149131.07,Japan,0,Japan,S
2025,SE,FT,Data Engineer,606452.63,BRL,111891.63,Brazil,0,Brazil,S
2025,MI,FL,Systems Administrator,121614.82,SGD,90085.05,Singapore,100,Singapore,M
2025,SE,CT,IT Project Manager,155739.74,CAD,115362.77,Canada,0,Canada,L
2025,MI,CT,Data Engineer,95610.02,GBP,121025.34,UK,50,UK,XL
2025,SE,FL,DevOps Engineer,211518.21,AUD,139156.72,Australia,100,Australia,XL
2025,EX,PT,Frontend Developer,81563.49,GBP,103244.92,UK,0,UK,S
2025,MI,FT,AI Researcher,150817.42,SGD,111716.61,Singapore,100,Singapore,XL
2025,SE,CT,Product Manager,2167047.18,ZAR,120391.51,South Africa,100,South Africa,S
2025,SE,PT,QA Engineer,158181.28,AUD,104066.63,Australia,0,Australia,L
2025,EN,FT,Backend Developer,121454.49,SGD,89966.29,Singapore,0,Singapore,M
2025,SE,FT,ML Engineer,2548035.0,ZAR,141557.5,South Africa,50,South Africa,S
2025,EN,FT,AI Researcher,151703.92,USD,151703.92,USA,0,USA,XL
2025,MI,CT,Business Intelligence Analyst,131118.7,AUD,86262.3,Australia,0,Australia,XL
2025,SE,FL,Full Stack Developer,121353.47,SGD,89891.46,Singapore,100,Singapore,L
2025,SE,FL,Data Scientist,182850.55,SGD,135444.85,Singapore,50,Singapore,M
2025,MI,CT,Systems Administrator,75365.97,EUR,81038.68,Germany,50,Germany,M
2025,SE,FL,AI Researcher,228106.02,CAD,168967.42,Canada,100,Canada,S
2025,MI,FT,Cloud Architect,22948462.39,JPY,145889.78,Japan,50,Japan,L
